Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE"
Education,"School Enrollment","Elementary school (grades 1-8)",80887,"(+/- 3064 )",89819,"(+/- 6906 )",104821,"(+/- 3807 )",88638,"(+/- 3787 )",89249,"(+/- 5096 )",95179,"(+/- 6294 )",83537,"(+/- 7708 )",99334,"(+/- 3763 )",86908,"(+/- 8127 )",105205,"(+/- 7617 )",86842,"(+/- 3281 )",84950,"(+/- 6033 )",84331,"(+/- 3237 )",84148,"(+/- 3823 )",108934,"(+/- 4935 )",86765,"(+/- 3594 )",84309,"(+/- 4598 )",94301,"(+/- 7010 )",83258,"(+/- 3113 )",102777,"(+/- 5970 )",66463,"(+/- 5394 )",123399,"(+/- 7120 )",98415,"(+/- 5294 )",79475,"(+/- 5955 )",85383,"(+/- 5501 )",105830,"(+/- 4748 )",84957,"(+/- 3410 )",108308,"(+/- 5786 )",104789,"(+/- 6277 )",105840,"(+/- 6349 )",101047,"(+/- 3420 )",70516,"(+/- 5709 )",112409,"(+/- 6883 )",95288,"(+/- 5245 )",87290,"(+/- 6300 )",84792,"(+/- 5931 )"
Education,"School Enrollment","High school (grades 9-12)",44021,"(+/- 3076 )",46498,"(+/- 4810 )",59773,"(+/- 2583 )",43357,"(+/- 2483 )",41849,"(+/- 3517 )",50491,"(+/- 3537 )",45316,"(+/- 4919 )",49076,"(+/- 3902 )",49299,"(+/- 5309 )",50395,"(+/- 4807 )",43691,"(+/- 3251 )",43727,"(+/- 3569 )",37895,"(+/- 2268 )",41958,"(+/- 2670 )",60078,"(+/- 4031 )",43730,"(+/- 3305 )",40876,"(+/- 3455 )",45356,"(+/- 4231 )",38555,"(+/- 2591 )",49277,"(+/- 3586 )",35709,"(+/- 3557 )",57783,"(+/- 4853 )",52090,"(+/- 3564 )",46101,"(+/- 3911 )",39776,"(+/- 3030 )",54527,"(+/- 3825 )",40744,"(+/- 3101 )",54189,"(+/- 3569 )",45812,"(+/- 3994 )",48073,"(+/- 3792 )",52942,"(+/- 2224 )",39697,"(+/- 4148 )",51898,"(+/- 3788 )",46134,"(+/- 3655 )",39162,"(+/- 3724 )",44110,"(+/- 3322 )"
Education,"School Enrollment","College or graduate school",42550,"(+/- 3716 )",52628,"(+/- 4448 )",60727,"(+/- 4276 )",34989,"(+/- 3009 )",32172,"(+/- 3038 )",55474,"(+/- 4965 )",54403,"(+/- 6303 )",53061,"(+/- 4556 )",67778,"(+/- 5517 )",55972,"(+/- 5889 )",43841,"(+/- 4127 )",51573,"(+/- 5260 )",36788,"(+/- 3501 )",44045,"(+/- 4040 )",44758,"(+/- 4465 )",70853,"(+/- 5430 )",101109,"(+/- 4582 )",50967,"(+/- 5520 )",70192,"(+/- 4675 )",71404,"(+/- 6877 )",69413,"(+/- 6140 )",62115,"(+/- 4710 )",41694,"(+/- 4193 )",46232,"(+/- 3894 )",51686,"(+/- 7181 )",69402,"(+/- 5140 )",35372,"(+/- 3184 )",39974,"(+/- 3902 )",41454,"(+/- 3582 )",42237,"(+/- 3810 )",52752,"(+/- 4197 )",56715,"(+/- 4621 )",30657,"(+/- 3802 )",36957,"(+/- 3786 )",60248,"(+/- 4723 )",33945,"(+/- 3449 )"
Education,"Educational Attainment","Population 25 years and over",469993,"(+/- 4588 )",538093,"(+/- 14849 )",594844,"(+/- 5050 )",509383,"(+/- 4822 )",489320,"(+/- 7747 )",519632,"(+/- 10187 )",512493,"(+/- 17470 )",576805,"(+/- 7433 )",502725,"(+/- 18891 )",596203,"(+/- 14556 )",506456,"(+/- 4455 )",540691,"(+/- 10849 )",464036,"(+/- 3733 )",512141,"(+/- 5657 )",465558,"(+/- 8618 )",453426,"(+/- 5351 )",487941,"(+/- 7993 )",513574,"(+/- 14880 )",448078,"(+/- 4202 )",520394,"(+/- 13130 )",574888,"(+/- 13211 )",604172,"(+/- 11491 )",505279,"(+/- 12032 )",561593,"(+/- 10263 )",525564,"(+/- 9877 )",578988,"(+/- 7355 )",487846,"(+/- 5255 )",450652,"(+/- 10011 )",454240,"(+/- 14419 )",499709,"(+/- 11215 )",573867,"(+/- 2801 )",526585,"(+/- 10201 )",454514,"(+/- 12804 )",435047,"(+/- 7381 )",532670,"(+/- 14021 )",489697,"(+/- 8360 )"
Education,"Educational Attainment","Less than 9th grade",31848,"(+/- 3076 )",28912,"(+/- 4597 )",19174,"(+/- 3213 )",22649,"(+/- 3599 )",36004,"(+/- 4291 )",23194,"(+/- 3704 )",32410,"(+/- 4044 )",31087,"(+/- 4447 )",60903,"(+/- 6398 )",33120,"(+/- 4720 )",34284,"(+/- 3703 )",22320,"(+/- 3239 )",30766,"(+/- 2970 )",27689,"(+/- 3119 )",72561,"(+/- 5405 )",54587,"(+/- 4405 )",23816,"(+/- 2863 )",61736,"(+/- 4824 )",32658,"(+/- 2913 )",45338,"(+/- 4653 )",16404,"(+/- 2501 )",31072,"(+/- 4350 )",63754,"(+/- 4860 )",26227,"(+/- 3113 )",19084,"(+/- 2602 )",15856,"(+/- 2471 )",37632,"(+/- 3489 )",65728,"(+/- 5193 )",103226,"(+/- 7704 )",57277,"(+/- 5494 )",19615,"(+/- 3456 )",36376,"(+/- 3882 )",100801,"(+/- 7311 )",69521,"(+/- 4381 )",56867,"(+/- 5362 )",34243,"(+/- 4157 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",41848,"(+/- 4723 )",25134,"(+/- 3792 )",16174,"(+/- 3206 )",35674,"(+/- 3060 )",53254,"(+/- 4428 )",29691,"(+/- 3627 )",26268,"(+/- 4064 )",44788,"(+/- 5283 )",42149,"(+/- 4469 )",27523,"(+/- 3652 )",47991,"(+/- 4188 )",36605,"(+/- 4290 )",40617,"(+/- 2874 )",41811,"(+/- 3221 )",56635,"(+/- 5282 )",35841,"(+/- 3918 )",40321,"(+/- 4473 )",52443,"(+/- 5181 )",42924,"(+/- 3640 )",50328,"(+/- 4745 )",24418,"(+/- 3669 )",24037,"(+/- 2962 )",51266,"(+/- 4548 )",24279,"(+/- 2894 )",30101,"(+/- 3124 )",22757,"(+/- 3359 )",46702,"(+/- 3443 )",54519,"(+/- 4617 )",74894,"(+/- 6357 )",55027,"(+/- 4726 )",25532,"(+/- 3579 )",29602,"(+/- 3656 )",75341,"(+/- 6367 )",61632,"(+/- 4851 )",50666,"(+/- 4552 )",46438,"(+/- 4679 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",139547,"(+/- 6998 )",110480,"(+/- 7858 )",85264,"(+/- 6093 )",163559,"(+/- 6924 )",148410,"(+/- 5963 )",129745,"(+/- 7173 )",72987,"(+/- 7639 )",142979,"(+/- 7433 )",141508,"(+/- 9558 )",123825,"(+/- 7546 )",149224,"(+/- 6487 )",150468,"(+/- 8837 )",141946,"(+/- 4946 )",144621,"(+/- 7425 )",119103,"(+/- 6701 )",99526,"(+/- 4838 )",123467,"(+/- 6591 )",139023,"(+/- 8276 )",134163,"(+/- 5057 )",137321,"(+/- 7749 )",104391,"(+/- 6500 )",111007,"(+/- 7033 )",138328,"(+/- 8024 )",95363,"(+/- 7233 )",117454,"(+/- 5731 )",100975,"(+/- 6037 )",151653,"(+/- 6331 )",122030,"(+/- 7099 )",136434,"(+/- 7895 )",145587,"(+/- 7338 )",127236,"(+/- 5792 )",91163,"(+/- 5997 )",137894,"(+/- 7564 )",125780,"(+/- 6909 )",164879,"(+/- 9039 )",160516,"(+/- 5914 )"
Education,"Educational Attainment","Some college, no degree",117286,"(+/- 5561 )",106264,"(+/- 6756 )",109078,"(+/- 6028 )",125751,"(+/- 5373 )",117206,"(+/- 5906 )",132207,"(+/- 7578 )",91247,"(+/- 7255 )",129166,"(+/- 8270 )",105745,"(+/- 7213 )",121965,"(+/- 8129 )",125013,"(+/- 5837 )",112946,"(+/- 6508 )",112692,"(+/- 4975 )",123334,"(+/- 6233 )",92634,"(+/- 6208 )",110912,"(+/- 5129 )",100651,"(+/- 5691 )",104684,"(+/- 7961 )",102202,"(+/- 4497 )",113390,"(+/- 6570 )",122592,"(+/- 6528 )",121469,"(+/- 7402 )",105132,"(+/- 6617 )",107561,"(+/- 6418 )",116085,"(+/- 6331 )",129916,"(+/- 6573 )",115748,"(+/- 5396 )",91145,"(+/- 5623 )",69033,"(+/- 5257 )",110706,"(+/- 7928 )",133304,"(+/- 6524 )",98469,"(+/- 6426 )",68828,"(+/- 4783 )",80393,"(+/- 5486 )",107604,"(+/- 6512 )",117138,"(+/- 6367 )"
Education,"Educational Attainment","Associate's degree",39260,"(+/- 3367 )",39360,"(+/- 4286 )",40866,"(+/- 3969 )",42100,"(+/- 3898 )",32785,"(+/- 3609 )",46900,"(+/- 4200 )",34440,"(+/- 4277 )",41431,"(+/- 4120 )",30090,"(+/- 4016 )",37938,"(+/- 4429 )",38551,"(+/- 3810 )",45099,"(+/- 3318 )",36725,"(+/- 2967 )",44276,"(+/- 3357 )",26960,"(+/- 2902 )",36633,"(+/- 4080 )",42592,"(+/- 3985 )",30370,"(+/- 2708 )",31781,"(+/- 3160 )",45310,"(+/- 4344 )",37827,"(+/- 3439 )",43410,"(+/- 4348 )",36479,"(+/- 4279 )",43136,"(+/- 3923 )",33988,"(+/- 3439 )",41534,"(+/- 3534 )",38619,"(+/- 3051 )",31999,"(+/- 4098 )",23128,"(+/- 3252 )",27619,"(+/- 3332 )",56857,"(+/- 4517 )",32727,"(+/- 3050 )",21909,"(+/- 2644 )",28203,"(+/- 3135 )",35216,"(+/- 3478 )",38881,"(+/- 3333 )"
Education,"Educational Attainment","Bachelor's degree",66255,"(+/- 4587 )",142671,"(+/- 6810 )",202669,"(+/- 7929 )",80522,"(+/- 4407 )",66014,"(+/- 4617 )",104085,"(+/- 6647 )",153628,"(+/- 9111 )",126777,"(+/- 6919 )",74732,"(+/- 5262 )",160985,"(+/- 8346 )",77824,"(+/- 4813 )",115158,"(+/- 5691 )",69677,"(+/- 4319 )",89827,"(+/- 5715 )",68474,"(+/- 5517 )",75653,"(+/- 4412 )",95684,"(+/- 5075 )",81880,"(+/- 5323 )",69137,"(+/- 4169 )",83384,"(+/- 5525 )",171632,"(+/- 8279 )",166666,"(+/- 8927 )",68390,"(+/- 5037 )",172644,"(+/- 7254 )",125945,"(+/- 6504 )",181867,"(+/- 8734 )",65271,"(+/- 4307 )",57829,"(+/- 4917 )",32850,"(+/- 3250 )",69092,"(+/- 4856 )",137264,"(+/- 6022 )",144345,"(+/- 6063 )",35633,"(+/- 3402 )",47796,"(+/- 4251 )",83771,"(+/- 5472 )",61016,"(+/- 4869 )"
Education,"Educational Attainment","Graduate or professional degree",33949,"(+/- 3173 )",85272,"(+/- 5978 )",121619,"(+/- 5929 )",39128,"(+/- 3341 )",35647,"(+/- 3162 )",53810,"(+/- 4703 )",101513,"(+/- 6476 )",60577,"(+/- 5156 )",47598,"(+/- 4851 )",90847,"(+/- 5746 )",33569,"(+/- 3086 )",58095,"(+/- 5095 )",31613,"(+/- 2533 )",40583,"(+/- 4170 )",29191,"(+/- 3087 )",40274,"(+/- 3437 )",61410,"(+/- 4358 )",43438,"(+/- 4304 )",35213,"(+/- 2998 )",45323,"(+/- 3782 )",97624,"(+/- 5933 )",106511,"(+/- 6328 )",41930,"(+/- 3639 )",92383,"(+/- 4792 )",82907,"(+/- 5173 )",86083,"(+/- 5215 )",32221,"(+/- 2935 )",27402,"(+/- 3343 )",14675,"(+/- 3011 )",34401,"(+/- 3131 )",74059,"(+/- 4939 )",93903,"(+/- 5484 )",14108,"(+/- 2187 )",21722,"(+/- 2385 )",33667,"(+/- 3351 )",31465,"(+/- 3520 )"
Education,"Educational Attainment","Percent high school graduate or higher",84.3,"(+/- 1.2 )",90.0,"(+/- 1.1 )",94.1,"(+/- 0.8 )",88.6,"(+/- 0.9 )",81.8,"(+/- 1.2 )",89.8,"(+/- 1.0 )",88.6,"(+/- 1.2 )",86.8,"(+/- 1.0 )",79.5,"(+/- 1.4 )",89.8,"(+/- 0.9 )",83.8,"(+/- 1.1 )",89.1,"(+/- 1.0 )",84.6,"(+/- 0.9 )",86.4,"(+/- 0.9 )",72.2,"(+/- 1.4 )",80.1,"(+/- 1.2 )",86.9,"(+/- 1.1 )",77.8,"(+/- 1.3 )",83.1,"(+/- 1.0 )",81.6,"(+/- 1.1 )",92.9,"(+/- 0.7 )",90.9,"(+/- 0.9 )",77.2,"(+/- 1.1 )",91.0,"(+/- 0.7 )",90.6,"(+/- 0.7 )",93.3,"(+/- 0.7 )",82.7,"(+/- 0.9 )",73.3,"(+/- 1.4 )",60.8,"(+/- 1.5 )",77.5,"(+/- 1.3 )",92.1,"(+/- 0.9 )",87.5,"(+/- 1.1 )",61.2,"(+/- 1.7 )",69.9,"(+/- 1.4 )",79.8,"(+/- 1.2 )",83.5,"(+/- 1.2 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",21.3,"(+/- 1.2 )",42.4,"(+/- 1.7 )",54.5,"(+/- 1.5 )",23.5,"(+/- 1.1 )",20.8,"(+/- 1.1 )",30.4,"(+/- 1.4 )",49.8,"(+/- 1.6 )",32.5,"(+/- 1.4 )",24.3,"(+/- 1.3 )",42.2,"(+/- 1.3 )",22.0,"(+/- 1.1 )",32.0,"(+/- 1.3 )",21.8,"(+/- 1.1 )",25.5,"(+/- 1.3 )",21.0,"(+/- 1.4 )",25.6,"(+/- 1.1 )",32.2,"(+/- 1.4 )",24.4,"(+/- 1.2 )",23.3,"(+/- 1.2 )",24.7,"(+/- 1.3 )",46.8,"(+/- 1.3 )",45.2,"(+/- 1.5 )",21.8,"(+/- 1.2 )",47.2,"(+/- 1.2 )",39.7,"(+/- 1.2 )",46.3,"(+/- 1.3 )",20.0,"(+/- 1.0 )",18.9,"(+/- 1.3 )",10.5,"(+/- 0.9 )",20.7,"(+/- 1.1 )",36.8,"(+/- 1.4 )",45.2,"(+/- 1.3 )",10.9,"(+/- 0.8 )",16.0,"(+/- 1.1 )",22.0,"(+/- 1.1 )",18.9,"(+/- 1.1 )"

"Source: 2018 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag","District 10 Estimate","District 10 Flag","District 11 Estimate","District 11 Flag","District 12 Estimate","District 12 Flag","District 13 Estimate","District 13 Flag","District 14 Estimate","District 14 Flag","District 15 Estimate","District 15 Flag","District 16 Estimate","District 16 Flag","District 17 Estimate","District 17 Flag","District 18 Estimate","District 18 Flag","District 19 Estimate","District 19 Flag","District 20 Estimate","District 20 Flag","District 21 Estimate","District 21 Flag","District 22 Estimate","District 22 Flag","District 23 Estimate","District 23 Flag","District 24 Estimate","District 24 Flag","District 25 Estimate","District 25 Flag","District 26 Estimate","District 26 Flag","District 27 Estimate","District 27 Flag","District 28 Estimate","District 28 Flag","District 29 Estimate","District 29 Flag","District 30 Estimate","District 30 Flag","District 31 Estimate","District 31 Flag","District 32 Estimate","District 32 Flag","District 33 Estimate","District 33 Flag","District 34 Estimate","District 34 Flag","District 35 Estimate","District 35 Flag","District 36 Estimate","District 36 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",248639,G,353123,G,392676,G,200380,G,183989,G,239115,G,463111,G,209416,G,316549,G,313901,G,258358,G,336015,G,216628,G,235577,G,188668,G,225335,G,265607,G,403123,G,235938,G,266573,G,445056,G,222880,G,178980,G,712032,G,224830,G,251701,G,242466,G,164868,G,203475,G,334920,G,248542,G,346776,G,291368,G,169895,G,313000,G,259846,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",765,G,64,J,10,G,235,G,203,H,106,J,21,J,216,H,10,G,177,G,453,G,195,H,453,G,110,J,921,G,14,G,422,H,12,J,878,G,11,G,95,H,53,G,200,G,88,G,65,H,85,G,250,G,218,J,0,N,9,J,11,J,22,H,17,J,345,G,29,G,593,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",7261,G,6860,G,534,G,510,H,582,H,271,G,17650,G,4914,G,2150,G,2389,H,35596,G,6606,G,9600,G,700,G,2912,G,106,H,2615,G,12187,G,8780,G,319,H,2336,H,3721,H,9670,G,2159,G,2744,H,527,G,6769,G,4810,G,1376,H,708,G,924,G,2060,G,239,G,3600,G,430,G,2643,G
Business,"Paid employees for pay period including March 12",Utilities,1917,H,1561,J,832,G,1334,G,962,G,607,G,5451,J,1489,J,436,G,1196,H,1754,G,694,J,2661,H,781,H,1000,H,S,S,1844,G,7464,H,2167,H,47,J,1162,G,1201,H,821,G,2926,G,1812,H,673,H,2937,H,527,G,1399,J,1964,H,1368,H,295,H,814,H,616,H,376,H,1208,J
Business,"Paid employees for pay period including March 12",Construction,13135,G,34216,G,14694,G,10323,G,17940,G,14957,G,31906,G,20096,G,12457,G,24528,G,20496,G,18699,G,13088,G,24004,G,6584,G,9863,G,20525,G,24592,G,13629,G,8424,G,28502,G,13073,G,28278,H,39734,G,14453,G,13583,G,20479,G,7598,G,23597,G,11016,G,17024,G,15189,G,25714,G,5340,G,22707,G,37385,G
Business,"Paid employees for pay period including March 12",Manufacturing,32881,G,31214,G,15504,G,37591,G,24800,G,31297,G,9159,G,12780,G,15674,G,21397,G,16982,G,38795,G,29196,G,28283,G,12107,G,14816,G,30298,G,28589,G,15282,G,8667,H,11862,G,12225,G,11435,G,29157,H,14294,G,14233,G,21746,G,4190,H,30777,G,19086,G,13554,G,19979,H,42822,G,6734,G,24584,G,41930,G
Business,"Paid employees for pay period including March 12","Wholesale trade",9331,G,25404,G,17796,G,6549,G,9481,G,13750,G,16573,G,8137,G,16728,G,15207,G,15297,G,12763,G,11368,G,7276,G,9174,G,9526,G,10136,G,40241,G,12786,G,6341,G,17742,G,7579,G,5229,G,47571,G,8608,H,12314,G,10864,G,5695,G,14840,G,16548,G,6823,G,9482,G,31908,G,4936,G,22414,G,10482,G
Business,"Paid employees for pay period including March 12","Retail trade",35749,G,44027,G,49487,G,31730,G,29463,G,36719,G,50341,G,32097,G,25226,G,48433,G,35427,G,45102,G,31903,H,33918,G,33042,G,35611,G,33056,G,24325,G,34750,H,41457,G,45505,G,43518,G,26957,G,53704,G,31095,G,34133,G,35804,G,30937,G,24686,G,28296,G,40812,G,41025,G,25952,G,28718,G,43380,G,27977,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",7249,G,8542,G,4816,G,6240,G,13809,G,8608,G,7326,G,4919,G,4876,G,9443,G,10422,G,17603,G,8560,G,8667,G,8700,G,10654,G,7942,H,42340,H,10433,H,3073,G,9302,G,3236,G,9196,G,65619,H,4263,H,19349,H,6449,G,20296,G,20930,G,32591,H,4349,G,2153,H,25600,G,6715,G,17584,G,16334,G
Business,"Paid employees for pay period including March 12",Information,3756,H,5724,H,17398,H,2440,G,1818,G,4047,G,12881,G,4178,H,5329,H,12275,G,3526,H,6004,G,3305,H,2275,G,2478,H,8861,G,5040,G,8214,H,4504,H,3941,G,17552,G,3426,G,1734,H,33632,G,6265,G,4281,H,2915,H,2312,J,1896,H,11762,H,6234,G,14223,H,3779,H,3246,G,12401,G,1776,H
Business,"Paid employees for pay period including March 12","Finance and insurance",8837,G,17118,G,44731,H,6782,G,3841,G,11412,H,28852,G,6941,H,7969,G,11105,G,7783,G,19545,G,9740,G,8137,H,6479,H,6672,H,12486,H,15611,G,10587,G,36562,H,24986,H,7822,G,7203,G,58913,G,9735,G,29835,H,6546,H,5856,H,5091,G,21047,G,11968,H,27511,G,5262,H,4999,H,7343,H,4784,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",3469,G,7245,G,7892,G,2044,G,3107,G,3367,G,14954,G,3776,G,4608,G,6169,G,5817,G,5094,G,2857,G,5281,G,2238,G,3817,H,4301,G,8914,G,3579,G,4956,G,10213,G,3346,G,2536,H,16188,G,5504,G,4733,H,5128,G,2177,G,3760,G,9746,G,3719,G,12065,G,4355,G,2637,G,5930,G,3736,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",9913,G,23015,G,43773,G,7179,G,5760,G,7872,G,50693,G,15298,G,24107,G,28236,G,9571,G,17482,G,6265,G,12469,G,7474,G,10307,G,19798,G,39225,G,7726,G,18957,G,51357,G,12980,G,5701,G,74921,G,15982,G,11687,G,10745,G,4122,H,10384,G,35317,G,22968,G,32776,G,9505,G,4368,G,15369,G,19176,H
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",5443,G,16728,G,22890,G,1440,G,1071,G,7162,H,42321,H,8330,H,10124,G,11586,H,2516,G,8672,G,1307,G,3427,G,895,H,2944,G,2496,H,30574,G,2319,G,9019,G,10735,H,3847,G,1247,H,46396,H,3644,H,6827,G,2254,G,814,G,3712,G,14495,G,3018,H,11149,G,3035,H,589,G,8467,G,2092,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",12966,G,25989,G,25402,G,8409,G,8988,G,15206,G,37349,G,14068,G,23766,G,22242,G,9926,G,18689,G,7215,G,11811,G,11278,G,21159,G,16733,G,28587,G,9899,G,28601,G,31494,G,11902,G,7888,H,85943,G,12118,G,17158,G,12936,G,8381,G,17544,G,16040,G,12596,G,28787,G,32655,H,7558,G,19989,G,12878,G
Business,"Paid employees for pay period including March 12","Educational services",4349,G,5028,G,4529,G,1865,H,1513,G,3507,G,14841,H,2673,G,20844,H,5833,G,2518,G,6343,H,1153,G,1902,G,3062,G,2532,G,11198,H,3745,G,6354,G,6112,H,15223,G,3665,G,1168,G,10642,G,6559,G,3980,H,2317,G,1842,H,1447,G,7533,H,4977,H,11865,G,3898,H,3807,H,4448,H,2803,H
Business,"Paid employees for pay period including March 12","Health care and social assistance",48801,G,30640,G,52325,G,40922,G,28604,G,33353,G,47589,G,25915,G,107140,G,37136,G,34350,G,50676,G,37910,G,37458,G,50374,G,43338,G,38654,G,30179,G,46338,G,37920,G,72619,G,38858,G,24318,G,49461,G,38747,G,28460,G,47641,G,36743,G,13004,G,54716,G,46806,H,56560,G,37234,H,56643,G,36255,G,26863,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",1987,G,6823,G,7376,G,1781,G,2359,G,3205,G,6354,G,4272,G,5174,H,4878,G,2806,G,6381,H,2045,G,3313,G,1621,G,2705,H,3525,G,6182,G,2529,G,6713,H,9148,G,5943,G,3982,G,6566,G,4931,H,4747,G,3041,G,2126,H,669,G,6178,G,5175,G,4616,G,4975,J,1266,G,5545,G,1667,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",27624,G,43035,G,44377,G,23724,G,20620,G,32710,G,48763,G,27998,G,22822,G,37660,G,29782,G,39271,G,26398,G,32767,G,22705,G,33229,G,32766,G,38133,G,29944,G,35736,G,64299,G,35274,G,24601,G,65122,G,29658,G,33251,G,32568,G,20679,G,20509,G,34430,G,33587,G,41819,G,23777,G,22160,G,51758,G,24639,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",13187,G,19867,G,18292,G,9262,G,9066,G,10894,G,20029,G,11309,G,7086,G,13972,G,13316,G,17386,G,11593,G,12972,G,5610,G,7930,G,11745,G,13935,G,13423,G,9701,G,20878,G,11180,G,6778,G,23260,G,14335,G,11830,G,11068,G,5534,G,7835,G,13432,G,12626,G,15167,G,9813,G,5612,G,13978,G,20854,G
Business,"Paid employees for pay period including March 12","Industries not classified",19,J,23,H,18,J,20,J,2,G,65,J,58,G,10,G,23,J,39,G,20,J,15,J,11,J,26,G,14,G,17,J,27,H,74,G,31,J,16,J,46,H,31,G,38,G,30,H,18,J,15,G,9,J,11,G,19,J,6,J,3,G,33,J,14,J,6,G,13,G,26,H
Business,"Annual payroll ($1,000)","Total for all sectors",9975411,G,19376060,G,25435734,G,7664286,G,6911673,G,9816262,G,34423812,G,11596617,G,18318181,G,16271357,G,13501552,G,17878151,G,8913502,G,11356118,G,5944847,G,7292637,G,11808806,G,31745672,G,9104641,G,11337799,G,23965782,G,9306343,G,7173504,G,44107839,G,11454589,G,11165600,G,10301520,G,5221001,G,9965966,G,22386243,G,11564431,G,20266922,G,13553214,G,4933530,G,13626576,G,14625033,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",26853,G,1923,H,221,J,8763,G,6101,H,3520,J,966,H,11350,H,513,J,6787,G,14550,G,6269,H,23329,G,4466,G,18286,G,1708,J,23475,H,216,H,40659,G,538,J,2940,G,1729,G,6421,G,2886,G,3284,H,3227,G,9440,G,12915,J,0,N,394,J,423,G,1758,G,768,G,11415,G,992,G,24571,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",560155,G,1037639,H,62942,G,35659,H,34818,G,17222,G,2710242,G,629158,G,240082,H,192786,G,3435210,G,711018,H,668099,G,55517,G,229729,H,7548,G,178979,G,1825080,G,671848,G,25001,H,189037,H,314116,H,690407,G,253435,G,180742,H,47983,G,542324,G,359962,G,149786,G,86774,G,48389,G,329922,G,15479,G,242412,G,28923,G,173061,G
